Code,Name,Level,Card_type,Color,Form,Attribute,Digimon_type,DP,Play_cost,Digivolve_cost_1,Digivolve_level_1,Digivolve_cost_2,Digivolve_level_2,Effect,Digivolve_effect,Security_effect,Deck_type,Deck_name
BT5-037,Gladimon,4,Digimon,Yellow,Champion,Vaccine,Warrior,4000,4,2,3,NULL,NULL,"[On Play] You may search your security stack for 1 Digimon card with [Warrior] or [Holy Warrior] in its type, reveal it, and add it to your hand. If you do, trigger ＜Recovery +1 (Deck)＞. (Place the top card of your deck on top of your security stack.) Then, shuffle your security stack.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-039,ShootingStarmon,4,Digimon,Yellow,Champion,Data,Super Major,4000,5,2,3,NULL,NULL,[On Deletion] 1 of your opponent's Digimon gets -3000 DP for the turn.,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-040,SuperStarmon,5,Digimon,Yellow,Ultimate,Data,Mutant,7000,6,2,4,NULL,NULL,NULL,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-041,Taomon,5,Digimon,Yellow,Ultimate,Data,Wizard,7000,6,3,4,NULL,NULL,NULL,[Your Turn] All of your opponent's Security Digimon get -1000 DP.,NULL,booster, Battle Of Omega [Bt-05]
BT5-042,Knightmon,5,Digimon,Yellow,Ultimate,Data,Warrior,7000,7,3,4,NULL,NULL,[On Play] 1 of your opponent's Digimon gets -4000 DP for the turn.,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-043,Jijimon,6,Digimon,Yellow,Mega,Vaccine,Ancient,10000,10,2,5,NULL,NULL,[On Deletion] Trigger ＜Recovery +1 (Deck)＞. (Place the top card of your deck on top of your security stack.),NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-044,Sakuyamon,6,Digimon,Yellow,Mega,Data,Shaman,11000,12,3,5,NULL,NULL,"[Opponent's Turn] When an opponent's Digimon moves from the breeding area to the battle area, it gains ＜Security Attack -3＞ (This Digimon checks 3 fewer security cards) for the turn.[Your Turn] All of your opponent's Security Digimon get -3000 DP.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-045,LordKnightmon,6,Digimon,Yellow,Mega,Virus,Holy Warrior/Royal Knight,11000,13,3,5,NULL,NULL,"[When Attacking] You may play a yellow level 3 Digimon card or a yellow Digimon card with [Warrior] in its type from your hand without paying its memory cost.[All Turns] For each other Digimon you have in play, this Digimon gets +1000 DP.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-046,Terriermon Assistant,3,Digimon,Green,Rookie,Vaccine,Beast,1000,3,0,2,NULL,NULL,"[Main] ＜Digi-Burst 1＞ (Trash 1 of this Digimon's digivolution cards to activate the effect below.)・Reveal the top card of your deck. Add it to your hand if it's a green Digimon card. Otherwise, place it at the bottom of your deck.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-047,Palmon,3,Digimon,Green,Rookie,Data,Vegetation,2000,3,0,2,NULL,NULL,[On Deletion] Place 1 [Palmon] from your trash under 1 of your green Digimon at the bottom of its digivolution cards.,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-048,Floramon,3,Digimon,Green,Rookie,Data,Vegetation,4000,3,0,2,NULL,NULL,NULL,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-049,Kiwimon,4,Digimon,Green,Champion,Data,Ancient Bird,4000,4,2,3,NULL,NULL,[On Play] Reveal 3 cards from the top of your deck. Add all Digimon cards with ＜Digisorption＞ among them to your hand. Place the remaining cards at the bottom of your deck in any order.,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-050,Weedmon,4,Digimon,Green,Champion,Virus,Vegetation,3000,4,1,3,NULL,NULL,NULL,"[Your Turn] When this card is trashed due to activating this Digimon's ＜Digi-Burst＞, gain 1 memory.",NULL,booster, Battle Of Omega [Bt-05]
BT5-051,MoriShellmon,4,Digimon,Green,Champion,Data,Mollusk,7000,6,2,3,NULL,NULL,NULL,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-052,Garbagemon,5,Digimon,Green,Ultimate,Virus,Mutant,8000,5,3,4,NULL,NULL,NULL,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-053,Deramon,5,Digimon,Green,Ultimate,Data,Avian,7000,7,3,4,NULL,NULL,"[Your Turn] For each other suspended Digimon you have in play, this Digimon gets +2000 DP.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-054,Piximon,5,Digimon,Green,Ultimate,Data,Fairy,8000,7,2,4,NULL,NULL,NULL,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-055,BanchoLillymon,6,Digimon,Green,Mega,Data,Fairy/Boss,11000,11,3,5,NULL,NULL,[On Deletion] Return 1 of your opponent's suspended Digimon to the bottom of its owner's deck. Trash all of the digivolution cards of that Digimon.,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-056,Rafflesimon,6,Digimon,Green,Mega,Data,Fairy,11000,12,3,5,1,6,"[Main] ＜Digi-Burst 2＞ (Trash 2 of this Digimon's Digivolution cards to activate the effect below.)・All of your Digimon get +2000 DP for the turn.[Your Turn][Once Per Turn] When one of your Digimon activates ＜Digi-Burst＞, 1 of your opponent's Digimon can't attack or block until the end of your opponent's next turn.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-057,Rosemon,6,Digimon,Green,Mega,Data,Fairy,11000,12,3,5,NULL,NULL,[Main] ＜Digi-Burst 3＞ (Trash 3 of this Digimon's Digivolution cards to activate the effect below.)・All of your Digimon with ＜Digi-Burst＞ gain ＜Security Attack +1＞ (This Digimon checks 1 additional security card) for the turn.,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-058,Argomon,6,Digimon,Green,Mega,Virus,Mutant,11000,13,4,5,NULL,NULL,"＜Digisorption -2＞ (When one of your Digimon digivolves into this card from your hand, you may suspend 1 of your Digimon to reduce the memory cost of the digivolution by 2.)[When Digivolving] Suspend all of your opponent's Tamers.[All Turns] Your opponent's Tamers don't unsuspend.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-059,Keramon,3,Digimon,Black,Rookie,Unknown,Unidentified,2000,3,0,2,NULL,NULL,[On Play] Reveal 5 cards from the top of your deck. Add 1 Digimon card with [Unidentified] in its type and/or 1 [Arata Sanada] card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-060,Monitamon,3,Digimon,Black,Rookie,Data,CRT,2000,3,0,2,NULL,NULL,[On Play] Look at the top card of your deck.[On Deletion] Reveal 3 cards from the top of your deck. You may play 1 [Monitamon] among them without paying its memory cost. Place the remaining cards at the bottom of your deck in any order.,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-061,Commandramon,3,Digimon,Black,Rookie,Virus,Cyborg/D-Brigade,2000,4,0,2,NULL,NULL,"＜Blocker＞ (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-062,Mekanorimon,4,Digimon,Black,Champion,Virus,Machine,6000,4,3,3,NULL,NULL,"＜Blocker＞ (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[Your Turn] This Digimon can't attack.[Opponent's Turn] When this Digimon deletes an opponent's Digimon in battle and survives, unsuspend it.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-063,Kurisarimon,4,Digimon,Black,Champion,Unknown,Unidentified,4000,5,2,3,NULL,NULL,"[When Digivolving] If you don't have an [Arata Sanada] card in play, you may play one from your hand without paying its memory cost.",[Your Turn] All of your other Digimon with the same name as this Digimon gain ＜Rush＞. (This Digimon can attack the turn it comes into play.),NULL,booster, Battle Of Omega [Bt-05]
BT5-064,BlackGaogamon,4,Digimon,Black,Champion,Data,Beast,5000,5,2,3,NULL,NULL,NULL,"[Your Turn] While this Digimon has ＜Reboot＞, it gains ＜Jamming＞. (This Digimon can't be deleted in battles against Security Digimon.)",NULL,booster, Battle Of Omega [Bt-05]
BT5-065,Shademon,4,Digimon,Black,Champion,Virus,Unidentified,5000,6,2,3,NULL,NULL,"[Security] At the end of the battle, play this card without paying its memory cost.＜Blocker＞ (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[Your Turn] This Digimon can't attack.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-066,WaruMonzaemon,5,Digimon,Black,Ultimate,Virus,Puppet,6000,5,2,4,NULL,NULL,NULL,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-067,Infermon,5,Digimon,Black,Ultimate,Unknown,Unidentified,6000,7,3,4,NULL,NULL,"Your Keramon can digivolve into this card in your hand for a memory cost of 4, ignoring this card's digivolution requirements.","[On Deletion] You may play 1 [Diaboromon] Token without paying its memory cost. (Diaboromon Tokens are level 6 white Digimon with a memory cost of 14, 3000 DP, and are Mega form, Unidentified type, and Unknown attribute.)",NULL,booster, Battle Of Omega [Bt-05]
BT5-068,BlackMachGaogamon,5,Digimon,Black,Ultimate,Data,Cyborg,7000,8,3,4,NULL,NULL,＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.),"[Your Turn] While this Digimon has ＜Reboot＞, it gets +2000 DP.",NULL,booster, Battle Of Omega [Bt-05]
BT5-069,BlackWarGreymon,6,Digimon,Black,Mega,Virus,Dragonkin,12000,11,4,5,NULL,NULL,＜Security Attack +1＞ (This Digimon checks 1 additional security card.)＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.),NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-070,MetalGarurumon,6,Digimon,Black,Mega,Virus,Cyborg,11000,11,3,5,NULL,NULL,"＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.)[When Digivolving] ＜Digi-Burst 2＞ (Trash 2 of this Digimon's Digivolution cards to activate the effect below.)・Delete 1 of your opponent's Digimon with a play cost of 6 or less. If no Digimon was deleted by this effect, trash the top card of your opponent's security stack.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-071,Guilmon,3,Digimon,Purple,Rookie,Virus,Reptile,2000,3,0,2,NULL,NULL,"[On Deletion] If this card was deleted by an effect, gain 1 memory.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-072,Fake Agumon Expert,3,Digimon,Purple,Rookie,Virus,Dinosaur,1000,3,0,2,NULL,NULL,[On Deletion] You may return 1 level 3 Digimon card with an [On Deletion] effect other than [Fake Agumon Expert] from your trash to your hand.,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-073,Pillomon,3,Digimon,Purple,Rookie,Vaccine,Mammal,4000,3,0,2,NULL,NULL,NULL,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-074,Troopmon,4,Digimon,Purple,Champion,Data,Undead,3000,4,2,3,NULL,NULL,[On Deletion] You may play 1 [Troopmon] from your hand without paying its memory cost.,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-075,Musyamon,4,Digimon,Purple,Champion,Virus,Wizard,4000,4,2,3,NULL,NULL,＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-076,BlackGrowlmon,4,Digimon,Purple,Champion,Virus,Dark Dragon,4000,5,2,3,NULL,NULL,NULL,"[Your Turn][Once Per Turn] When one of your other Digimon is deleted, this Digimon gains ＜Security Attack +1＞ (This Digimon checks 1 additional security card) for the turn.",NULL,booster, Battle Of Omega [Bt-05]
BT5-077,Vajramon,5,Digimon,Purple,Ultimate,Vaccine,Holy Beast/Deva,8000,7,2,4,NULL,NULL,NULL,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-078,Jokermon,5,Digimon,Purple,Ultimate,Virus,Wizard,7000,7,3,4,NULL,NULL,[On Deletion] You may play 1 level 3 purple Digimon card from your trash without paying its memory cost. Any [On Play] effects on Digimon played with this effect don't activate.,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-079,BlackWarGrowlmon,5,Digimon,Purple,Ultimate,Virus,Cyborg,7000,8,3,4,NULL,NULL,[Main] ＜Digi-Burst 3＞ (Trash 3 of this Digimon's Digivolution cards to activate the effect below.)・You may play 1 level 3 purple Digimon card from your trash without paying its memory cost. Any [On Play] effects on Digimon played with this effect don't activate.,[When Attacking][Once Per Turn] You may delete 1 of your other Digimon to unsuspend this Digimon.,NULL,booster, Battle Of Omega [Bt-05]
BT5-080,Zanbamon,6,Digimon,Purple,Mega,Virus,Wizard,10000,10,2,5,NULL,NULL,"＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-081,ChaosGallantmon,6,Digimon,Purple,Mega,Virus,Dark Knight,12000,12,4,5,NULL,NULL,"[When Digivolving] You may delete 1 of your other Digimon to delete 1 of your opponent's level 5 or lower Digimon.[Your Turn][Once Per Turn] When one of your other Digimon is deleted, you may play 1 level 3 purple Digimon card from your trash without paying its memory cost. Any [On Play] effects on Digimon played with this effect don't activate.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-082,Tactimon,6,Digimon,Purple,Mega,Data,Wizard,11000,12,3,5,NULL,NULL,"[When Attacking] Activate 1 of the effects below. If you have no other Digimon in play, activate all of the effects below instead.・Gain 1 memory.・This Digimon gets +2000 DP for the turn.・Delete up to 3 of your opponent's level 3 Digimon.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-083,Megidramon,6,Digimon,Purple,Mega,Virus,Evil Dragon/Four Great Dragons,11000,12,3,5,3,5,"[When Digivolving] Both players trash the top 5 cards of their decks.[On Deletion] If you have a Tamer in play, you may play 1 level 6 Digimon card with [Gallantmon] in its name from your hand or trash without paying its memory cost.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-084,Diaboromon,6,Digimon,White,Mega,Unknown,Unidentified,11000,11,3,5,NULL,NULL,"[When Digivolving] You may play 1 [Diaboromon] Token without paying its memory cost. (Diaboromon Tokens are level 6 white Digimon with a memory cost of 14, 3000 DP, and are Mega form, Unidentified type, and Unknown attribute.)",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-085,Armageddemon,7,Digimon,White,Mega,Unknown,Unidentified,15000,15,3,6,3,6,"When playing this card from your hand, you may delete 1 of your [Diaboromon] to reduce this card's play cost by 12.＜Rush＞ (This Digimon can attack the turn it comes into play.)[All Turns] The [When Digivolving] effects on level 7 Digimon don't activate.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-086,Omnimon,7,Digimon,White,Mega,Vaccine,Holy Warrior/Royal Knight,14000,15,4,6,4,6,"[When Digivolving] ＜Blitz＞ (This Digimon can attack when your opponent has 1 or more memory.)[When Digivolving] Unsuspend this Digimon.[All Turns] If an opponent's effect would delete this Digimon or return it to its owner's hand or deck, you may prevent it from leaving play by trashing a level 6 Digimon card in this card's digivolution cards.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-087,Omnimon Zwart,7,Digimon,White,Mega,Vaccine,Holy Warrior,15000,15,6,6,6,6,"[When Digivolving] Trash the top 3 cards of your deck. Then, you may play up to 2 black or purple Digimon cards with play costs of 8 or less from your trash without paying their memory costs.[When Attacking] You may return 1 level 6 Digimon card in this Digimon's digivolution cards to its owner's hand to delete 1 of your opponent's unsuspended Digimon with a play cost of 12 or less.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-088,Sora Takenouchi & Joe Kido,NULL,Tamer,Blue,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,"[Start of Your Turn] If your opponent has a Digimon with no digivolution cards in play, gain 2 memory.[Your Turn] When you attack with a blue Digimon, you may suspend this Tamer to trash up to 2 digivolution cards from the bottom of 1 of your opponent's Digimon.",NULL,[Security] Play this card without paying its memory cost.,booster, Battle Of Omega [Bt-05]
BT5-089,Izzy Izumi & Mimi Tachikawa,NULL,Tamer,Green,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,"[Start of Your Turn] If your opponent has a suspended Digimon in play, gain 2 memory.[Your Turn] When you attack with a level 5 green Digimon, you may suspend this Tamer to reveal 3 cards from the top of your deck. You may digivolve 1 green level 6 Digimon card among them onto the attacking Digimon without paying its memory cost. Place the remaining cards at the bottom of your deck in any order.",NULL,[Security] Play this card without paying its memory cost.,booster, Battle Of Omega [Bt-05]
BT5-090,Arata Sanada,NULL,Tamer,Black,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[Start of Your Turn] If a Digimon card with [Unidentified] in its type is in your trash, gain 1 memory.[Your Turn] When one of your Digimon digivolves into [Diaboromon], you may suspend this Tamer to play 1 [Diaboromon] Token without paying its memory cost. (Diaboromon Tokens are level 6 white Digimon with a memory cost of 14, 3000 DP, and are Mega form, Unidentified type, and Unknown attribute.)",NULL,[Security] Play this card without paying its memory cost.,booster, Battle Of Omega [Bt-05]
BT5-091,Takumi Aiba,NULL,Tamer,White,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,"[Your Turn] When one of your Digimon digivolves, you may suspend this Tamer to trigger ＜Draw 1＞. (Draw 1 card from your deck.)[All Turns] All level 3 Digimon gain '[When Attacking] Lose 1 memory.'",NULL,[Security] Play this card without paying its memory cost.,booster, Battle Of Omega [Bt-05]
BT5-092,Nokia Shiramine,NULL,Tamer,White,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[On Play] You may play 1 [Agumon] or [Gabumon] from your hand without paying its memory cost.[Main] When digivolving one of your Digimon into a Digimon card in your hand with [Garurumon], [Omnimon], or [Greymon] (other than [DoruGreymon], [BurningGreymon], or [DexDoruGreymon]), in its name, you may suspend this Tamer to reduce the memory cost of the digivolution by 1.",NULL,[Security] Play this card without paying its memory cost.,booster, Battle Of Omega [Bt-05]
BT5-093,Tai Kamiya & Matt Ishida,NULL,Tamer,White,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,"[Start of Your Turn] If your opponent has a level 6 or higher Digimon in play, gain 2 memory.[Your Turn] All of your Digimon with [Omnimon] in their names gain ＜Security Attack +1＞. (This Digimon checks 1 additional security card.)",NULL,[Security] Play this card without paying its memory cost.,booster, Battle Of Omega [Bt-05]
BT5-094,Rowdy Rocker,NULL,Option,Red,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,"[Main] You may place 1 red level 4 or lower Digimon card from your hand under 1 of your Digimon as its bottom digivolution card. If you do, trigger ＜Draw 2＞. (Draw 2 cards from your deck.)",NULL,[Security] Add this card to its owner's hand.,booster, Battle Of Omega [Bt-05]
BT5-095,Transcendent Sword,NULL,Option,Red,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,"[Main] Delete 1 of your opponent's Digimon with 11000 DP or less. If you have a Digimon in play with [Omnimon] or [Greymon] (other than [DoruGreymon], [BurningGreymon], or [DexDoruGreymon]) in its name, delete 1 of your opponent's Digimon with 15000 DP or less instead.",NULL,[Security] Activate this card's [Main] effect.,booster, Battle Of Omega [Bt-05]
BT5-096,Supreme Cannon,NULL,Option,Blue,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[Main] Return all of your opponent's Digimon with 3000 DP or less to their owners' hands. If you have a Digimon in play with [Garurumon] or [Omnimon] in its name, return all of your opponent's Digimon with 5000 DP or less to their owners' hands instead. Trash all of the digivolution cards of those Digimon.",NULL,[Security] Activate this card's [Main] effect.,booster, Battle Of Omega [Bt-05]
BT5-097,Absolute Blast,NULL,Option,Blue,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,"[Main] Trash the bottom digivolution card of 1 of your opponent's Digimon. Then, return 1 of your opponent's Digimon with no digivolution cards to the bottom of its owner's deck.",NULL,[Security] Activate this card's [Main] effect.,booster, Battle Of Omega [Bt-05]
BT5-098,Meteor Shower,NULL,Option,Yellow,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,[Main] You may play 1 yellow Digimon card with [Starmon] in its name from your hand without paying its memory cost.,NULL,[Security] Activate this card's [Main] effect.,booster, Battle Of Omega [Bt-05]
BT5-099,Spiral Masquerade,NULL,Option,Yellow,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,"[Main] For each Digimon you have in play, activate the effect below.・1 of your opponent's Digimon gets -3000 DP for the turn.",NULL,[Security] Activate this card's [Main] effect.,booster, Battle Of Omega [Bt-05]
BT5-100,Royal Nuts,NULL,Option,Green,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,[Main] Reveal 5 cards from the top of your deck. Add 1 Digimon card with ＜Digisorption＞ among them to your hand. Place the remaining cards at the bottom of your deck in any order.,NULL,[Security] Add this card to its owner's hand.,booster, Battle Of Omega [Bt-05]
BT5-101,You Can't Actually Fly?,NULL,Option,Green,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[Main] Suspend 1 of your opponent's Digimon. Then, if your opponent has a level 7 Digimon in play, trash the top card of their security stack.",NULL,[Security] Add this card to its owner's hand.,booster, Battle Of Omega [Bt-05]
BT5-102,Wisselen,NULL,Option,Green,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,"[Main] Up to 2 of your opponent's Digimon can't attack or block until the end of your opponent's next turn. Then, if you have a Digimon with ＜Digi-Burst＞ in play, gain 2 memory.",NULL,"[Security] Up to 2 of your opponent's Digimon can't attack until the end of the turn. Then, if you have a Digimon with ＜Digi-Burst＞ in play, gain 2 memory.",booster, Battle Of Omega [Bt-05]
BT5-103,A Blazing Storm of Metal!,NULL,Option,Black,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,"[Main] Until the end of your opponent's next turn, all of your Digimon with ＜Reboot＞ get +1000 DP and ＜Blocker＞. (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)",NULL,"[Security] Your opponent's Digimon can't attack players for the turn. Then, add this card to your hand.",booster, Battle Of Omega [Bt-05]
BT5-104,Catastrophe Cannon,NULL,Option,Black,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,"[Main] Trigger ＜De-Digivolve 2＞ on 1 of your opponent's Digimon. (Trash up to 2 cards from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.) Then, if you have a [Diaboromon] in play, you may play 1 [Diaboromon] Token without paying its memory cost. (Diaboromon Tokens are level 6 white Digimon with a memory cost of 14, 3000 DP, and are Mega form, Unidentified type, and Unknown attribute.)",NULL,[Security] Activate this card's [Main] effect.,booster, Battle Of Omega [Bt-05]
BT5-105,Ultimate Flare,NULL,Option,Black,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,"[Main] Trigger ＜De-Digivolve 3＞ on 1 of your opponent's Digimon. (Trash up to 3 cards from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.) Then, delete all of your opponent's Digimon with play costs of 3 or less.",NULL,[Security] Activate this card's [Main] effect.,booster, Battle Of Omega [Bt-05]
BT5-106,Demonic Disaster,NULL,Option,Purple,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,[Main] You may delete 1 of your Digimon to unsuspend 1 of your purple Digimon.,NULL,[Security] You may play 1 level 3 purple Digimon card from your trash without paying its memory cost. Any [On Play] effects on Digimon played with this effect don't activate.,booster, Battle Of Omega [Bt-05]
BT5-107,Revive From the Darkness!,NULL,Option,Purple,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,"[Main] Delete 1 of your purple Digimon. Then, you may play 1 level 5 or lower purple Digimon card from your trash without paying its memory cost. Any [On Play] effects on Digimon played with this effect don't activate.",NULL,[Security] Add this card to its owner's hand.,booster, Battle Of Omega [Bt-05]
BT5-108,Earth Shaker,NULL,Option,Purple,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,[Main] Delete 1 of your opponent's unsuspended level 4 Digimon and 1 of your opponent's unsuspended level 5 Digimon.,NULL,[Security] Activate this card's [Main] effect.,booster, Battle Of Omega [Bt-05]
BT5-109,Mega Digimon Fusion!,NULL,Option,White,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[Main] The next time one of your Digimon digivolves from level 6 to level 7 this turn, reduce the cost of the digivolution by 6. At the end of the turn, return the Digimon that digivolved with this effect to the bottom of its owner's deck. Trash all of the digivolution cards of that Digimon.",NULL,[Security] Add this card to its owner's hand.,booster, Battle Of Omega [Bt-05]
BT5-110,All Delete,NULL,Option,White,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,[Main] You may return 1 of your Digimon with [Omnimon] in its name to its owner's hand to delete all Digimon and Tamers. Trash all of the digivolution cards of the Digimon you returned with this effect.,NULL,[Security] Add this card to its owner's hand.,booster, Battle Of Omega [Bt-05]
BT5-111,Omnimon X Anti-body,7,Digimon,White,Mega,Vaccine,Holy Warrior/Royal Knight/X-Antibody,15000,15,6,6,6,6,"Your Digimon with [Omnimon] in its name can digivolve into this card in your hand for a memory cost of 3, ignoring this card's digivolution requirements.[When Attacking] Delete 1 of your opponent's Digimon with DP less than or equal to this Digimon's DP.[Opponent's Turn] When your opponent's Digimon attacks, you may trash 2 of this Digimon's digivolution cards to end the attack.",NULL,NULL,booster, Battle Of Omega [Bt-05]
BT5-112,Omnimon Zwart Defeat,7,Digimon,White,Mega,Virus,Holy Warrior,13000,15,3,6,3,6,[Security] Play this card without battling and without paying its memory cost.[When Digivolving] Delete 1 of your opponent's Tamers.[On Deletion] Delete 1 of your opponent's Digimon.,NULL,NULL,booster, Battle Of Omega [Bt-05]
BT1-001,Yokomon,2,Digi-Egg,Red,In-Training,NULL,Bulb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[When Attacking] When you attack an opponent's Digimon, this Digimon gets +1000 DP for the turn.",NULL,booster, New Evolution [Bt-01]
BT1-002,Babydmon,2,Digi-Egg,Red,In-Training,NULL,Baby Dragon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[Your Turn] When this Digimon has ＜Piercing＞, it gets +2000 DP.",NULL,booster, New Evolution [Bt-01]
BT1-004,Wanyamon,2,Digi-Egg,Blue,In-Training,NULL,Lesser,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[Your Turn] While your opponent has 2 or more Digimon with no digivolution cards in play, this Digimon gets +2000 DP.",NULL,booster, New Evolution [Bt-01]
BT1-005,Kyaromon,2,Digi-Egg,Yellow,In-Training,NULL,Lesser,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[Your Turn] When you have 6 or more security cards, this Digimon gets +2000 DP.",NULL,booster, New Evolution [Bt-01]
BT1-006,Kyupimon,2,Digi-Egg,Yellow,In-Training,NULL,Mini Angel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[When Attacking] If you have 5 or more security cards, trigger ＜Draw 1＞ (Draw 1 card from your deck).",NULL,booster, New Evolution [Bt-01]
BT1-007,Tanemon,2,Digi-Egg,Green,In-Training,NULL,Bulb,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[When Attacking] If you've digivolved this turn, this Digimon gets +1000 DP for the turn.",NULL,booster, New Evolution [Bt-01]
BT1-008,Frimon,2,Digi-Egg,Green,In-Training,NULL,Lesser,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[Your Turn] While your opponent has 2 or more suspended Digimon in play, this Digimon gets +2000 DP.",NULL,booster, New Evolution [Bt-01]
BT1-010,Agumon,3,Digimon,Red,Rookie,Vaccine,Reptile,2000,3,0,2,NULL,NULL,[On Play] Reveal 5 cards from the top of your deck. Add 1 Tamer card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-011,Agumon Expert,3,Digimon,Red,Rookie,Vaccine,Dinosaur,1000,3,0,2,NULL,NULL,[On Play] Return 1 Digimon card with [Agumon] in its name from your recycle bin to your hand.,NULL,NULL,booster, New Evolution [Bt-01]
